,pca_strat_window_size,pca_strat_n_components,pca_strat_z_threshold,pca_strat_exit_threshold,sharpe_ratio
1203,408,7,2.75,0.25,0.09531599087915932
1204,408,7,2.8,0.25,0.7625439831831978
1205,408,7,2.85,0.25,0.4471391831682502
1206,408,7,2.9,0.25,1.0757891787259695
1207,408,7,2.95,0.25,1.0757891787259695
1208,408,7,3.0,0.25,1.0757891787259695
1209,408,7,3.05,0.25,1.0757891787259695
1210,410,7,2.0,0.25,0.23824561607094474
1211,410,7,2.05,0.25,0.5998855404362934
1212,410,7,2.1,0.25,0.6850467716000559
1213,410,7,2.15,0.25,0.527012349706139
1214,410,7,2.2,0.25,0.41189253219681243
1215,410,7,2.25,0.25,0.636636206385715
1216,410,7,2.3,0.25,0.5105613220799369
1217,410,7,2.35,0.25,0.7917561071586707
1218,410,7,2.4,0.25,0.5811127741439748
1219,410,7,2.45,0.25,0.457722411581886
1220,410,7,2.5,0.25,0.3263236429105009
1221,410,7,2.55,0.25,0.8433715517338397
1222,410,7,2.6,0.25,0.4251548879475764
1223,410,7,2.65,0.25,0.42732579109370494
1224,410,7,2.7,0.25,0.2254636183367458
1225,410,7,2.75,0.25,0.2254636183367458
1226,410,7,2.8,0.25,-0.36361533772561244
1227,410,7,2.85,0.25,-0.36361533772561244
1228,410,7,2.9,0.25,1.0244259321513784
1229,410,7,2.95,0.25,1.0244259321513784
1230,410,7,3.0,0.25,1.159976217171035
1231,410,7,3.05,0.25,inf
1232,412,7,2.0,0.25,0.514867793498753
1233,412,7,2.05,0.25,0.5086749034819059
1234,412,7,2.1,0.25,0.46969963665075387
1235,412,7,2.15,0.25,0.39324876425943434
1236,412,7,2.2,0.25,0.3210285922213924
1237,412,7,2.25,0.25,0.14714495115470574
1238,412,7,2.3,0.25,0.44970987200979495
1239,412,7,2.35,0.25,0.5037984265415549
1240,412,7,2.4,0.25,0.6346876903584523
1241,412,7,2.45,0.25,0.5024539593738057
1242,412,7,2.5,0.25,0.6533862370349203
1243,412,7,2.55,0.25,0.8488193229384763
1244,412,7,2.6,0.25,0.5643183967694696
1245,412,7,2.65,0.25,0.7523320901676421
1246,412,7,2.7,0.25,0.36931633732319147
1247,412,7,2.75,0.25,0.4257036866501563
1248,412,7,2.8,0.25,0.17163837537278967
1249,412,7,2.85,0.25,-0.1402393210640794
1250,412,7,2.9,0.25,0.748408576301431
1251,412,7,2.95,0.25,0.8356245640845898
1252,412,7,3.0,0.25,1.1998745719246877
1253,412,7,3.05,0.25,inf
1254,414,7,2.0,0.25,0.39317046877819345
1255,414,7,2.05,0.25,0.21880154134810237
1256,414,7,2.1,0.25,0.2465009132616953
1257,414,7,2.15,0.25,0.1560795188980211
1258,414,7,2.2,0.25,0.18440528760257946
1259,414,7,2.25,0.25,0.2588153466139512
1260,414,7,2.3,0.25,0.3827800796789404
1261,414,7,2.35,0.25,0.4669198210329327
1262,414,7,2.4,0.25,0.40443317194413164
1263,414,7,2.45,0.25,0.5291861416583895
1264,414,7,2.5,0.25,0.4298433383196558
1265,414,7,2.55,0.25,0.07389254725215802
1266,414,7,2.6,0.25,0.14311629807989917
1267,414,7,2.65,0.25,0.3868760805077137
1268,414,7,2.7,0.25,0.6194056891494588
1269,414,7,2.75,0.25,0.336576925893003
1270,414,7,2.8,0.25,0.15340732526550563
1271,414,7,2.85,0.25,0.15340732526550563
1272,414,7,2.9,0.25,0.5150604713295222
1273,414,7,2.95,0.25,-0.026089113924077367
1274,414,7,3.0,0.25,-0.026089113924077367
1275,414,7,3.05,0.25,inf
1276,416,7,2.0,0.25,0.4855344949479472
1277,416,7,2.05,0.25,0.4265875213784039
1278,416,7,2.1,0.25,0.3596468504221751
1279,416,7,2.15,0.25,0.39648961404010796
1280,416,7,2.2,0.25,0.3738306246798077
1281,416,7,2.25,0.25,0.47817530727721497
1282,416,7,2.3,0.25,0.5189663203424327
1283,416,7,2.35,0.25,0.570877527889222
1284,416,7,2.4,0.25,0.2549099736713341
1285,416,7,2.45,0.25,0.4690381674008443
1286,416,7,2.5,0.25,0.18739419295818452
1287,416,7,2.55,0.25,0.20188130126852027
1288,416,7,2.6,0.25,0.41851615544373366
1289,416,7,2.65,0.25,0.797088783801409
1290,416,7,2.7,0.25,0.2571139995559262
1291,416,7,2.75,0.25,0.04261305270378502
1292,416,7,2.8,0.25,-0.004738799932842514
1293,416,7,2.85,0.25,0.7341446331181013
1294,416,7,2.9,0.25,inf
1295,416,7,2.95,0.25,inf
1296,416,7,3.0,0.25,inf
1297,416,7,3.05,0.25,inf
1298,418,7,2.0,0.25,0.38836827658988193
1299,418,7,2.05,0.25,0.4159380845913713
1300,418,7,2.1,0.25,0.39259258400721037
1301,418,7,2.15,0.25,0.21958977589705336
1302,418,7,2.2,0.25,0.17041739324725902
1303,418,7,2.25,0.25,0.18473287542648664
1304,418,7,2.3,0.25,0.25123709406195055
1305,418,7,2.35,0.25,-0.03903815335563205
1306,418,7,2.4,0.25,-0.09859360164042519
1307,418,7,2.45,0.25,-0.1896677009979987
1308,418,7,2.5,0.25,-0.4734831357939738
1309,418,7,2.55,0.25,-0.23688279578841245
1310,418,7,2.6,0.25,0.3424555800449201
1311,418,7,2.65,0.25,0.31870156376708453
1312,418,7,2.7,0.25,0.06916734339774709
1313,418,7,2.75,0.25,-0.18671548370950747
1314,418,7,2.8,0.25,0.4949715578558913
1315,418,7,2.85,0.25,-0.08697640562665816
1316,418,7,2.9,0.25,inf
1317,418,7,2.95,0.25,inf
1318,418,7,3.0,0.25,inf
1319,418,7,3.05,0.25,inf
1320,420,7,2.0,0.25,0.5382330793745878
1321,420,7,2.05,0.25,0.40778382736050534
1322,420,7,2.1,0.25,0.31883115684449215
1323,420,7,2.15,0.25,0.47091599690014774
1324,420,7,2.2,0.25,0.29415393134180295
1325,420,7,2.25,0.25,0.21563057386150639
1326,420,7,2.3,0.25,0.23507444039102965
1327,420,7,2.35,0.25,0.2609951383185653
1328,420,7,2.4,0.25,0.2593100700614052
1329,420,7,2.45,0.25,0.0723337282250406
1330,420,7,2.5,0.25,0.08422738773370875
1331,420,7,2.55,0.25,0.4141347154832003
1332,420,7,2.6,0.25,0.29134285617462946
1333,420,7,2.65,0.25,0.44382829133605267
1334,420,7,2.7,0.25,0.42393508737388125
1335,420,7,2.75,0.25,0.42393508737388125
1336,420,7,2.8,0.25,0.576405181539738
1337,420,7,2.85,0.25,0.29256534966237663
1338,420,7,2.9,0.25,inf
1339,420,7,2.95,0.25,inf
1340,420,7,3.0,0.25,inf
1341,420,7,3.05,0.25,inf
1342,422,7,2.0,0.25,0.6777973499008706
1343,422,7,2.05,0.25,0.5306088010832112
1344,422,7,2.1,0.25,0.6987822387486121
1345,422,7,2.15,0.25,0.6713440487705488
1346,422,7,2.2,0.25,0.42077539502011296
1347,422,7,2.25,0.25,0.48620356412696464
1348,422,7,2.3,0.25,0.5781674787941927
1349,422,7,2.35,0.25,0.40232806786230824
1350,422,7,2.4,0.25,0.2660115955980163
1351,422,7,2.45,0.25,0.08193159289104696
1352,422,7,2.5,0.25,0.062400178477795935
1353,422,7,2.55,0.25,-0.06550691704464302
1354,422,7,2.6,0.25,0.06431574274692202
1355,422,7,2.65,0.25,0.49390158967091247
1356,422,7,2.7,0.25,0.3587379356923094
1357,422,7,2.75,0.25,0.4448020218785953
1358,422,7,2.8,0.25,0.4448020218785953
1359,422,7,2.85,0.25,0.07159376939123258
1360,422,7,2.9,0.25,-0.07413134436867631
1361,422,7,2.95,0.25,-0.11843920703678486
1362,422,7,3.0,0.25,-0.11843920703678486
1363,422,7,3.05,0.25,-0.11843920703678486
1364,424,7,2.0,0.25,0.7028481164278293
1365,424,7,2.05,0.25,0.4773913751420829
1366,424,7,2.1,0.25,0.31235856957771885
1367,424,7,2.15,0.25,0.3302979376960791
1368,424,7,2.2,0.25,0.25357180913930605
1369,424,7,2.25,0.25,0.3307076669459588
1370,424,7,2.3,0.25,0.2978221536603147
1371,424,7,2.35,0.25,0.10322044062077389
1372,424,7,2.4,0.25,0.03584164205787354
1373,424,7,2.45,0.25,0.09840482919088485
1374,424,7,2.5,0.25,0.05868914843121368
1375,424,7,2.55,0.25,-0.3801634970698231
1376,424,7,2.6,0.25,-0.20911981223477916
1377,424,7,2.65,0.25,-0.0873374382955751
1378,424,7,2.7,0.25,-0.1719341318302018
1379,424,7,2.75,0.25,-0.2697761366544804
1380,424,7,2.8,0.25,0.515975251187528
1381,424,7,2.85,0.25,0.515975251187528
1382,424,7,2.9,0.25,0.515975251187528
1383,424,7,2.95,0.25,0.515975251187528
1384,424,7,3.0,0.25,0.515975251187528
1385,424,7,3.05,0.25,1.05146798311701
1386,426,7,2.0,0.25,0.21236596438225197
1387,426,7,2.05,0.25,0.34069111147047487
1388,426,7,2.1,0.25,0.22960429198091892
1389,426,7,2.15,0.25,0.23626282310538846
1390,426,7,2.2,0.25,0.28626669906632046
1391,426,7,2.25,0.25,0.3324498584969925
1392,426,7,2.3,0.25,0.2989308955510854
1393,426,7,2.35,0.25,0.21652353270425562
1394,426,7,2.4,0.25,0.11642541845944776
1395,426,7,2.45,0.25,0.049170537500080026
1396,426,7,2.5,0.25,0.12537527689653313
1397,426,7,2.55,0.25,0.031970412945180264
1398,426,7,2.6,0.25,-0.15604811042680106
1399,426,7,2.65,0.25,0.8805265008183226
1400,426,7,2.7,0.25,0.794534769361705
1401,426,7,2.75,0.25,0.794534769361705
1402,426,7,2.8,0.25,0.5870913257793074
1403,426,7,2.85,0.25,0.698038861550523
1404,426,7,2.9,0.25,0.6985936911843847
1405,426,7,2.95,0.25,0.6985936911843847
1406,426,7,3.0,0.25,0.6985936911843847
1407,426,7,3.05,0.25,0.1836478708380334
1408,428,7,2.0,0.25,0.056316109305121494
1409,428,7,2.05,0.25,-0.1352288123381638
1410,428,7,2.1,0.25,-0.03631597567939187
1411,428,7,2.15,0.25,0.009675812055854643
1412,428,7,2.2,0.25,0.023863112634101343
1413,428,7,2.25,0.25,0.13992544531060178
1414,428,7,2.3,0.25,-0.07830269498712748
1415,428,7,2.35,0.25,0.38045280936435594
1416,428,7,2.4,0.25,0.4407589775349783
1417,428,7,2.45,0.25,0.3868264026376562
1418,428,7,2.5,0.25,0.44078078946866645
1419,428,7,2.55,0.25,0.8761519272168713
1420,428,7,2.6,0.25,0.2757134862641326
1421,428,7,2.65,0.25,0.8481555304961891
1422,428,7,2.7,0.25,0.9249842494416085
1423,428,7,2.75,0.25,0.8825729947318286
1424,428,7,2.8,0.25,0.8825729947318286
1425,428,7,2.85,0.25,0.883562912350541
1426,428,7,2.9,0.25,0.883562912350541
1427,428,7,2.95,0.25,0.8631472783730159
1428,428,7,3.0,0.25,0.6675095892232049
1429,428,7,3.05,0.25,0.3313296837110995
1430,430,7,2.0,0.25,-0.1840525525866616
1431,430,7,2.05,0.25,-0.1723274289852293
1432,430,7,2.1,0.25,-0.01819809153305403
1433,430,7,2.15,0.25,0.054132314262128896
1434,430,7,2.2,0.25,-0.0028031631192079504
1435,430,7,2.25,0.25,0.28808480075757764
1436,430,7,2.3,0.25,0.2860792834703245
1437,430,7,2.35,0.25,0.34520092494773413
1438,430,7,2.4,0.25,0.29377960469423303
1439,430,7,2.45,0.25,0.18782782146107002
1440,430,7,2.5,0.25,0.48299322924176863
1441,430,7,2.55,0.25,0.25684887477009966
1442,430,7,2.6,0.25,0.3657881371574052
1443,430,7,2.65,0.25,0.8868343290312708
1444,430,7,2.7,0.25,0.6700810400328493
1445,430,7,2.75,0.25,0.8903618320110283
1446,430,7,2.8,0.25,0.8687232856804286
1447,430,7,2.85,0.25,0.7302999512412366
1448,430,7,2.9,0.25,0.8043442302305108
1449,430,7,2.95,0.25,0.8746638781618
1450,430,7,3.0,0.25,0.32917158221932075
1451,430,7,3.05,0.25,0.32917158221932075
1452,432,7,2.0,0.25,-0.18057920572354835
1453,432,7,2.05,0.25,-0.09680111270255662
1454,432,7,2.1,0.25,-0.03531464406969784
1455,432,7,2.15,0.25,0.2564594418080905
1456,432,7,2.2,0.25,0.34358184185473256
1457,432,7,2.25,0.25,0.3357066564701306
1458,432,7,2.3,0.25,0.09946901491894286
1459,432,7,2.35,0.25,0.13714708812231335
1460,432,7,2.4,0.25,0.4660902154248179
1461,432,7,2.45,0.25,0.46992294763721654
1462,432,7,2.5,0.25,0.21763917212877412
1463,432,7,2.55,0.25,0.20697044922226843
1464,432,7,2.6,0.25,0.2946093428559424
1465,432,7,2.65,0.25,0.47722121756234515
1466,432,7,2.7,0.25,0.7202614312134157
1467,432,7,2.75,0.25,0.9124895958905911
1468,432,7,2.8,0.25,0.9703834007000397
1469,432,7,2.85,0.25,0.8180675962685102
1470,432,7,2.9,0.25,0.8180675962685102
1471,432,7,2.95,0.25,0.8180675962685102
1472,432,7,3.0,0.25,0.23421632654443342
1473,432,7,3.05,0.25,0.23421632654443342
1474,434,7,2.0,0.25,-0.11771326842771511
1475,434,7,2.05,0.25,-0.11988545924542898
1476,434,7,2.1,0.25,-0.11048659000779648
1477,434,7,2.15,0.25,0.02952455166548748
1478,434,7,2.2,0.25,-0.0675933931770978
1479,434,7,2.25,0.25,-0.012732978524636557
1480,434,7,2.3,0.25,0.029036182407729934
1481,434,7,2.35,0.25,0.04874879837525209
1482,434,7,2.4,0.25,0.04638161185501628
1483,434,7,2.45,0.25,0.13207524456035158
1484,434,7,2.5,0.25,0.5610479172169914
1485,434,7,2.55,0.25,0.2579031614897572
1486,434,7,2.6,0.25,0.20822628188755532
1487,434,7,2.65,0.25,0.2179494300485881
1488,434,7,2.7,0.25,0.044134833868239666
1489,434,7,2.75,0.25,0.6925963604346459
1490,434,7,2.8,0.25,0.34652538572277725
1491,434,7,2.85,0.25,0.33630635712373663
1492,434,7,2.9,0.25,0.13245762905182676
1493,434,7,2.95,0.25,0.0817272695222176
1494,434,7,3.0,0.25,inf
1495,434,7,3.05,0.25,inf
1496,436,7,2.0,0.25,0.0643543231362413
1497,436,7,2.05,0.25,-0.18520057753039848
1498,436,7,2.1,0.25,-0.10602501066417837
1499,436,7,2.15,0.25,0.10251011929996033
1500,436,7,2.2,0.25,0.005656108406502361
1501,436,7,2.25,0.25,-0.022440615621591484
1502,436,7,2.3,0.25,-0.19261877499699231
1503,436,7,2.35,0.25,-0.09995655028269142
1504,436,7,2.4,0.25,0.08443118373063294
1505,436,7,2.45,0.25,0.20932997306560286
1506,436,7,2.5,0.25,-0.23503083352086895
1507,436,7,2.55,0.25,-0.5362222024792368
1508,436,7,2.6,0.25,0.16521145085010627
1509,436,7,2.65,0.25,0.4985659442072057
1510,436,7,2.7,0.25,0.4913652853063629
1511,436,7,2.75,0.25,0.5070080453123006
1512,436,7,2.8,0.25,0.36146830073113423
1513,436,7,2.85,0.25,0.24420344741404798
1514,436,7,2.9,0.25,0.39973101592543414
1515,436,7,2.95,0.25,inf
1516,436,7,3.0,0.25,inf
1517,436,7,3.05,0.25,inf
1518,438,7,2.0,0.25,-0.017631187328067597
1519,438,7,2.05,0.25,-0.08990411850260953
1520,438,7,2.1,0.25,0.09074190363766349
1521,438,7,2.15,0.25,0.07263563651946316
1522,438,7,2.2,0.25,0.2223540076027265
1523,438,7,2.25,0.25,0.01900072042319018
1524,438,7,2.3,0.25,0.05444330820361121
1525,438,7,2.35,0.25,0.3082392580932462
1526,438,7,2.4,0.25,0.34482099053239257
1527,438,7,2.45,0.25,0.3229009904694697
1528,438,7,2.5,0.25,0.1975611773183823
1529,438,7,2.55,0.25,0.08666669686620335
1530,438,7,2.6,0.25,0.04177931260880575
1531,438,7,2.65,0.25,-0.3561703643894019
1532,438,7,2.7,0.25,-0.16427334732432264
1533,438,7,2.75,0.25,-0.44760791626075763
1534,438,7,2.8,0.25,-0.6249190983330449
1535,438,7,2.85,0.25,-0.18141484894354268
1536,438,7,2.9,0.25,-0.18141484894354268
1537,438,7,2.95,0.25,-0.18141484894354268
1538,438,7,3.0,0.25,-0.18141484894354268
1539,438,7,3.05,0.25,-0.18141484894354268
1540,440,7,2.0,0.25,-0.2220301843506943
1541,440,7,2.05,0.25,-0.258201305698504
1542,440,7,2.1,0.25,-0.10916245055822082
1543,440,7,2.15,0.25,0.08558487176066752
1544,440,7,2.2,0.25,0.06016502075765899
1545,440,7,2.25,0.25,0.2765796732426624
1546,440,7,2.3,0.25,0.41544705811271854
1547,440,7,2.35,0.25,0.3672301917564792
1548,440,7,2.4,0.25,0.20312082163037937
1549,440,7,2.45,0.25,0.17020492351398975
1550,440,7,2.5,0.25,0.1449428252352569
1551,440,7,2.55,0.25,-0.019553887334965298
1552,440,7,2.6,0.25,0.027569562154152228
1553,440,7,2.65,0.25,0.15440130503831995
1554,440,7,2.7,0.25,0.16021765674417132
1555,440,7,2.75,0.25,-0.5459087803274363
1556,440,7,2.8,0.25,-0.6751199060941055
1557,440,7,2.85,0.25,-1.0582402643745483
1558,440,7,2.9,0.25,-0.9641928356621056
1559,440,7,2.95,0.25,-0.1347406152343598
1560,440,7,3.0,0.25,-0.1347406152343598
1561,440,7,3.05,0.25,-0.1347406152343598
1562,442,7,2.0,0.25,-0.20294389680148167
1563,442,7,2.05,0.25,-0.07685295219766052
1564,442,7,2.1,0.25,-0.15287509074592565
1565,442,7,2.15,0.25,0.13545936622684016
1566,442,7,2.2,0.25,-0.011210847370685976
1567,442,7,2.25,0.25,-0.07034073161062306
1568,442,7,2.3,0.25,0.15039908707221314
1569,442,7,2.35,0.25,0.2327533092471718
1570,442,7,2.4,0.25,0.18165925525395737
1571,442,7,2.45,0.25,0.07948635623137484
1572,442,7,2.5,0.25,0.007042464792883953
1573,442,7,2.55,0.25,-0.07723589265243112
1574,442,7,2.6,0.25,-0.12205412038797836
1575,442,7,2.65,0.25,0.10184805605232752
1576,442,7,2.7,0.25,-0.0030494948672636388
1577,442,7,2.75,0.25,-0.0030494948672636388
1578,442,7,2.8,0.25,-1.1029496956516185
1579,442,7,2.85,0.25,-1.1029496956516185
1580,442,7,2.9,0.25,-1.1652079847621313
1581,442,7,2.95,0.25,-1.1652079847621313
1582,442,7,3.0,0.25,-1.1652079847621313
1583,442,7,3.05,0.25,-1.1652079847621313
1584,444,7,2.0,0.25,-0.6299035956719312
1585,444,7,2.05,0.25,-0.5244610642930894
1586,444,7,2.1,0.25,-0.04891046726806063
1587,444,7,2.15,0.25,-0.08727072465936425
1588,444,7,2.2,0.25,-0.11178920228812178
1589,444,7,2.25,0.25,0.10806567337020204
1590,444,7,2.3,0.25,0.0941863053321196
1591,444,7,2.35,0.25,-0.1265472126879844
1592,444,7,2.4,0.25,-0.16579189058741572
1593,444,7,2.45,0.25,-0.2143659075242431
1594,444,7,2.5,0.25,0.01302892721849713
1595,444,7,2.55,0.25,-0.005218381473000081
1596,444,7,2.6,0.25,0.17109204544654205
1597,444,7,2.65,0.25,-0.06382617749255341
1598,444,7,2.7,0.25,-0.1902313841943222
1599,444,7,2.75,0.25,-0.9202492085391213
1600,444,7,2.8,0.25,-1.0697207852341237
1601,444,7,2.85,0.25,-1.0879382016354624
1602,444,7,2.9,0.25,-1.0879382016354624
1603,444,7,2.95,0.25,-1.0621086525108947
1604,444,7,3.0,0.25,-1.0621086525108947
1605,444,7,3.05,0.25,-1.0332180731013267
1606,446,7,2.0,0.25,-0.181035484614978
1607,446,7,2.05,0.25,-0.2949109091354399
1608,446,7,2.1,0.25,0.008079169916144442
1609,446,7,2.15,0.25,0.0799932192990635
1610,446,7,2.2,0.25,0.03215476803722373
1611,446,7,2.25,0.25,-0.005419851023278116
1612,446,7,2.3,0.25,0.18954330425046478
1613,446,7,2.35,0.25,0.6248871135155785
1614,446,7,2.4,0.25,0.5578931892359931
1615,446,7,2.45,0.25,0.46722391941241403
1616,446,7,2.5,0.25,0.4697669766456045
1617,446,7,2.55,0.25,0.43624752108585274
1618,446,7,2.6,0.25,0.3387485180796209
1619,446,7,2.65,0.25,0.3229861689076312
1620,446,7,2.7,0.25,-0.46697183100338713
1621,446,7,2.75,0.25,-0.6215806098071198
1622,446,7,2.8,0.25,-0.5474488475733256
1623,446,7,2.85,0.25,-0.49741748848682227
1624,446,7,2.9,0.25,-0.441765471284305
1625,446,7,2.95,0.25,-0.441765471284305
1626,446,7,3.0,0.25,-0.4486941475711771
1627,446,7,3.05,0.25,0.31508603128288226
1628,448,7,2.0,0.25,-0.506152654294156
1629,448,7,2.05,0.25,-0.47527871063737925
1630,448,7,2.1,0.25,-0.3031896196613889
1631,448,7,2.15,0.25,-0.3143667040588673
1632,448,7,2.2,0.25,-0.22010745704915075
1633,448,7,2.25,0.25,0.0177443696692667
1634,448,7,2.3,0.25,0.10593271127236951
1635,448,7,2.35,0.25,0.08763185367634989
1636,448,7,2.4,0.25,0.23559287542537002
1637,448,7,2.45,0.25,0.2414061642335977
1638,448,7,2.5,0.25,0.052324704771652915
1639,448,7,2.55,0.25,0.25237585419245095
1640,448,7,2.6,0.25,0.11802713424228362
1641,448,7,2.65,0.25,0.1706783914978796
1642,448,7,2.7,0.25,0.2130454501596872
1643,448,7,2.75,0.25,0.056485117986022855
1644,448,7,2.8,0.25,-0.396988868146096
1645,448,7,2.85,0.25,-0.38181293519662113
1646,448,7,2.9,0.25,-0.36243278923727257
1647,448,7,2.95,0.25,0.20088433420278065
1648,448,7,3.0,0.25,0.5258953708104265
1649,448,7,3.05,0.25,0.1974065260289717
1650,450,7,2.0,0.25,-0.43725698809946234
1651,450,7,2.05,0.25,-0.30521251961986634
1652,450,7,2.1,0.25,-0.33206770305852995
1653,450,7,2.15,0.25,-0.12467398153802647
1654,450,7,2.2,0.25,-0.11359203174431706
1655,450,7,2.25,0.25,0.09389880319836133
1656,450,7,2.3,0.25,0.16081638364286244
1657,450,7,2.35,0.25,0.49058509503334036
1658,450,7,2.4,0.25,0.3974513682014104
1659,450,7,2.45,0.25,0.3454472243139353
1660,450,7,2.5,0.25,0.2513268472539925
1661,450,7,2.55,0.25,0.22190509240124226
1662,450,7,2.6,0.25,0.13219641287679088
1663,450,7,2.65,0.25,0.03162963393948579
1664,450,7,2.7,0.25,0.12234303123381378
1665,450,7,2.75,0.25,0.12234303123381378
1666,450,7,2.8,0.25,-0.32519957762759333
1667,450,7,2.85,0.25,-0.5069226092090351
1668,450,7,2.9,0.25,0.032392378582404735
1669,450,7,2.95,0.25,0.0408824216099577
1670,450,7,3.0,0.25,0.37408463073339543
1671,450,7,3.05,0.25,inf
1672,452,7,2.0,0.25,-0.486880320463555
1673,452,7,2.05,0.25,-0.14220374070747757
1674,452,7,2.1,0.25,-0.028882600491939917
1675,452,7,2.15,0.25,-0.15846618169363125
1676,452,7,2.2,0.25,-0.01698307117242042
1677,452,7,2.25,0.25,0.07847369468198337
1678,452,7,2.3,0.25,0.08695781708646776
1679,452,7,2.35,0.25,0.18854941820033172
1680,452,7,2.4,0.25,0.18170533976578446
1681,452,7,2.45,0.25,0.2524225861692001
1682,452,7,2.5,0.25,0.042913258070617105
1683,452,7,2.55,0.25,0.2635912413936407
1684,452,7,2.6,0.25,0.14474405933250264
1685,452,7,2.65,0.25,0.08863590752791162
1686,452,7,2.7,0.25,0.18592147050268135
1687,452,7,2.75,0.25,0.1830937926943023
1688,452,7,2.8,0.25,0.16747096803599587
1689,452,7,2.85,0.25,0.24159189461830377
1690,452,7,2.9,0.25,0.9447986874501193
1691,452,7,2.95,0.25,0.5265525669679609
1692,452,7,3.0,0.25,0.5265525669679609
1693,452,7,3.05,0.25,0.5265525669679609
1694,454,7,2.0,0.25,-0.10314274630108877
1695,454,7,2.05,0.25,-0.11927729373187149
1696,454,7,2.1,0.25,-0.21841691477079794
1697,454,7,2.15,0.25,-0.009258863056483659
1698,454,7,2.2,0.25,-0.052320427321870915
1699,454,7,2.25,0.25,-0.007326706909905108
1700,454,7,2.3,0.25,-0.039615850736000977
1701,454,7,2.35,0.25,0.15214231748408205
1702,454,7,2.4,0.25,0.3491686114890078
1703,454,7,2.45,0.25,0.4233094172056287
1704,454,7,2.5,0.25,0.30647273614028214
1705,454,7,2.55,0.25,0.34888281345096894
1706,454,7,2.6,0.25,0.3400159019606317
1707,454,7,2.65,0.25,0.265748107474328
1708,454,7,2.7,0.25,0.3087122920111947
1709,454,7,2.75,0.25,0.04938236958771178
1710,454,7,2.8,0.25,0.05242550084226374
1711,454,7,2.85,0.25,-0.08611170916417207
1712,454,7,2.9,0.25,-0.17005139187735938
1713,454,7,2.95,0.25,0.4880315059319324
1714,454,7,3.0,0.25,0.6990266695729488
1715,454,7,3.05,0.25,0.6990266695729488
1716,456,7,2.0,0.25,-0.010518870186468136
1717,456,7,2.05,0.25,-0.000925667492019886
1718,456,7,2.1,0.25,-0.146431624181221
1719,456,7,2.15,0.25,0.0966124891887615
1720,456,7,2.2,0.25,0.17041536243670063
1721,456,7,2.25,0.25,0.10544384461646335
1722,456,7,2.3,0.25,0.09639079421909151
1723,456,7,2.35,0.25,0.14065518226603027
1724,456,7,2.4,0.25,0.3269540693060309
1725,456,7,2.45,0.25,0.19546719111490038
1726,456,7,2.5,0.25,0.11383747928089016
1727,456,7,2.55,0.25,0.31787842859751114
1728,456,7,2.6,0.25,0.04351753318083486
1729,456,7,2.65,0.25,0.029645505637681636
1730,456,7,2.7,0.25,0.00806388750459066
1731,456,7,2.75,0.25,-0.11600441059902507
1732,456,7,2.8,0.25,-0.18319981051047304
1733,456,7,2.85,0.25,-0.28684584618188225
1734,456,7,2.9,0.25,-0.44327800782053267
1735,456,7,2.95,0.25,-0.5455362907717071
1736,456,7,3.0,0.25,0.5194189863274792
1737,456,7,3.05,0.25,0.6547392730796905
1738,458,7,2.0,0.25,0.14186465028222853
1739,458,7,2.05,0.25,0.1977642393832962
1740,458,7,2.1,0.25,0.20271331473958404
1741,458,7,2.15,0.25,0.37898940562702077
1742,458,7,2.2,0.25,0.15524640717456756
1743,458,7,2.25,0.25,0.3694972772485431
1744,458,7,2.3,0.25,0.39318423622770904
1745,458,7,2.35,0.25,0.5119311528440239
1746,458,7,2.4,0.25,0.4718480926586577
1747,458,7,2.45,0.25,0.6004915049899503
1748,458,7,2.5,0.25,0.8187131108250312
1749,458,7,2.55,0.25,0.8141224517647736
1750,458,7,2.6,0.25,0.7871373324560058
1751,458,7,2.65,0.25,0.7613839068495285
1752,458,7,2.7,0.25,0.6513224381669592
1753,458,7,2.75,0.25,0.661129278976911
1754,458,7,2.8,0.25,0.2937090980303881
1755,458,7,2.85,0.25,0.3002824807921266
1756,458,7,2.9,0.25,0.47456969030731533
1757,458,7,2.95,0.25,0.4381177249672201
1758,458,7,3.0,0.25,0.38953515247440695
1759,458,7,3.05,0.25,0.39955051315689727
1760,460,7,2.0,0.25,0.15410930628162103
1761,460,7,2.05,0.25,-0.011839632971739096
1762,460,7,2.1,0.25,-0.005502632551972446
1763,460,7,2.15,0.25,-0.005322827130251713
1764,460,7,2.2,0.25,-0.03123760240102939
1765,460,7,2.25,0.25,0.12677402224427883
1766,460,7,2.3,0.25,0.2816758228370017
1767,460,7,2.35,0.25,0.3175429349544624
1768,460,7,2.4,0.25,0.3868058040953517
1769,460,7,2.45,0.25,0.5638825919166319
1770,460,7,2.5,0.25,0.7210502914132677
1771,460,7,2.55,0.25,0.6571288283230992
1772,460,7,2.6,0.25,0.530126139306142
1773,460,7,2.65,0.25,0.5378401318847834
1774,460,7,2.7,0.25,0.5336133783069484
1775,460,7,2.75,0.25,0.42201982187303366
1776,460,7,2.8,0.25,0.31884704701473937
1777,460,7,2.85,0.25,0.526466417287824
1778,460,7,2.9,0.25,0.4617411130137413
1779,460,7,2.95,0.25,0.41246906010694523
1780,460,7,3.0,0.25,0.41246906010694523
1781,460,7,3.05,0.25,0.35089107101325134
1782,462,7,2.0,0.25,0.084650080432056
1783,462,7,2.05,0.25,0.009797241301928512
